FECHA_DESEMBOLSO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,IFI,TIPO_IFI,MONTO_CREDITO,MONTO_CUOTA_INICIAL,PLAZOS,TASA,MONTO_VALOR_VIVIENDA,MONTO_BBP_SOSTENIBLE,GRADO_BONO_SOSTENIBLE,FECHA_CORTE
20220324,LIMA,LIMA,BRENIA,150105,CONTINENTAL,BANCO,235402.86,27867.00,240.00,7.35,278669.86,15400.00,3,20230525
20220324,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,174977.70,33595.00,240.00,8.80,223964.00,15400.00,2,20230525
20220324,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,227060.00,26940.00,120.00,7.70,269400.00,15400.00,2,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,178400.00,40000.00,120.00,9.40,233800.00,15400.00,3,20230525
20220324,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,271466.75,31898.25,240.00,9.01,318765.00,15400.00,3,20230525
20220324,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,201500.00,24100.00,240.00,8.28,241000.00,15400.00,2,20230525
20220324,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,237413.60,28090.40,240.00,6.75,280904.00,15400.00,3,20230525
20220324,LIMA,LIMA,LINCE,150116,CREDITO,BANCO,216072.00,57868.00,240.00,8.40,289340.00,15400.00,2,20230525
20220325,LIMA,LIMA,SANTIAGO DE SURCO,150140,CONTINENTAL,BANCO,200000.00,68942.10,240.00,8.30,284342.10,15400.00,2,20230525
20220325,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,253663.65,29900.00,240.00,7.90,298951.00,15400.00,3,20230525
20220325,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,237367.85,28084.00,240.00,7.90,280840.00,15400.00,3,20230525
20220325,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,205363.00,40867.00,240.00,7.70,261630.00,15400.00,3,20230525
20220325,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,165720.00,45280.00,240.00,9.85,226400.00,15400.00,3,20230525
20220329,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,202864.00,68926.00,240.00,7.70,287190.00,15400.00,3,20230525
20220329,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,242772.00,64543.00,240.00,8.40,322715.00,15400.00,3,20230525
20220329,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,226170.00,81530.00,240.00,6.75,323100.00,15400.00,3,20230525
20220329,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,197450.00,23650.00,180.00,8.00,236500.00,15400.00,3,20230525
20220329,CALLAO,CALLAO,CALLAO,070101,CREDITO,BANCO,196073.00,23497.00,240.00,7.80,234970.00,15400.00,3,20230525
20220329,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,253038.50,47371.50,240.00,8.50,315810.00,15400.00,3,20230525
20220329,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,210760.00,56540.00,240.00,7.75,282700.00,15400.00,3,20230525
20220329,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,239881.28,63820.32,240.00,8.65,319101.60,15400.00,3,20230525
20220329,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,204750.00,38850.00,240.00,7.90,259000.00,15400.00,3,20230525
20220329,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,224000.00,26600.00,300.00,7.70,266000.00,15400.00,3,20230525
20220329,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,218600.00,26000.00,240.00,7.70,260000.00,15400.00,3,20230525
20220329,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,202040.00,24160.00,240.00,7.90,241600.00,15400.00,3,20230525
20220329,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,226850.00,80750.00,240.00,7.70,323000.00,15400.00,2,20230525
20220329,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,221735.50,79629.50,240.00,7.50,316765.00,15400.00,3,20230525
20220329,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,256541.93,47989.75,240.00,8.40,319931.68,15400.00,2,20230525
20220329,LIMA,LIMA,CHORRILLOS,150108,CREDITO,BANCO,208065.00,39435.00,144.00,8.50,262900.00,15400.00,2,20230525
20220329,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,180100.00,34500.00,180.00,10.70,230000.00,15400.00,2,20230525
20220329,LIMA,LIMA,JESUS MARIA,150113,SCOTIABANK,BANCO,212591.18,25332.35,240.00,8.19,253323.53,15400.00,2,20230525
20220329,LIMA,LIMA,SAN MIGUEL,150136,SCOTIABANK,BANCO,258200.00,30400.00,240.00,7.70,304000.00,15400.00,3,20230525
20220329,LIMA,LIMA,SAN MIGUEL,150136,CREDITO,BANCO,224600.00,60000.00,300.00,7.70,300000.00,15400.00,3,20230525
20220329,LIMA,LIMA,ATE,150103,CREDITO,BANCO,243080.00,64620.00,240.00,9.00,323100.00,15400.00,2,20230525
20220329,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,259010.00,30490.00,240.00,7.76,304900.00,15400.00,2,20230525
20220329,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,227093.30,26943.70,240.00,7.90,269437.00,15400.00,3,20230525
20220331,LIMA,LIMA,MAGDALENA DEL MAR,150120,CREDITO,BANCO,219880.00,41520.00,240.00,8.70,276800.00,15400.00,2,20230525
20220331,LIMA,LIMA,SANTIAGO DE SURCO,150140,CREDITO,BANCO,257572.00,30331.50,240.00,8.30,303303.50,15400.00,2,20230525
20220331,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,212336.37,56943.63,120.00,9.00,284680.00,15400.00,3,20230525
20220331,LIMA,LIMA,SURQUILLO,150141,CREDITO,BANCO,226100.00,81500.00,240.00,7.70,323000.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,264140.00,31060.00,240.00,8.27,310600.00,15400.00,3,20230525
20220331,LIMA,LIMA,JESUS MARIA,150113,CREDITO,BANCO,206920.00,80000.00,240.00,8.50,302320.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,226171.00,53028.00,180.00,7.65,294599.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,185567.20,35464.80,240.00,7.90,236432.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANBIF,BANCO,256750.00,30250.00,240.00,7.55,302400.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,257021.90,30269.10,240.00,7.50,302691.00,15400.00,3,20230525
20220331,LIMA,LIMA,SAN ISIDRO,150131,BANBIF,BANCO,248642.00,29338.00,240.00,7.25,293380.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,171500.00,57621.28,155.00,7.50,244521.28,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,BANBIF,BANCO,242834.36,40002.08,240.00,8.00,298236.44,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,182600.00,22000.00,240.00,8.40,220000.00,15400.00,3,20230525
20220331,LIMA,LIMA,JESUS MARIA,150113,SCOTIABANK,BANCO,238139.09,65000.00,240.00,8.19,318539.09,15400.00,2,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,209600.00,25000.00,300.00,7.70,250000.00,15400.00,3,20230525
20220331,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,177000.00,50000.00,132.00,8.00,242400.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,CREDITO,BANCO,217925.00,77775.00,240.00,7.70,311100.00,15400.00,3,20230525
20220331,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,204830.00,24470.00,240.00,7.70,244700.00,15400.00,3,20230525
20220331,LIMA,LIMA,BRENIA,150105,CREDITO,BANCO,256565.00,40000.00,300.00,7.50,311965.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,241110.80,28501.20,240.00,7.80,285012.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,232100.00,27500.00,240.00,8.50,275000.00,15400.00,3,20230525
20220331,LIMA,LIMA,RIMAC,150128,BANCO PICHINCHA,BANCO,205685.00,39015.00,240.00,8.50,260100.00,15400.00,3,20230525
20220331,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,200717.00,24013.00,240.00,9.00,240130.00,15400.00,1,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,BANCO PICHINCHA,BANCO,197900.00,23700.00,240.00,8.80,237000.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,189900.00,31700.00,240.00,8.50,237000.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,223100.00,26500.00,240.00,8.00,265000.00,15400.00,3,20230525
20220331,CALLAO,CALLAO,CALLAO,070101,BANCO PICHINCHA,BANCO,196370.00,23530.00,240.00,8.50,235300.00,15400.00,3,20230525
20220331,LIMA,LIMA,SURQUILLO,150141,BANCO PICHINCHA,BANCO,244700.00,45900.00,240.00,8.00,306000.00,15400.00,3,20230525
20220331,LIMA,LIMA,LA VICTORIA,150115,BANCO PICHINCHA,BANCO,191600.00,30000.00,240.00,8.50,237000.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,246500.00,29100.00,240.00,7.35,291000.00,15400.00,3,20230525
20220331,LIMA,LIMA,SURQUILLO,150141,CONTINENTAL,BANCO,236600.00,63000.00,240.00,8.50,315000.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,259370.00,30530.00,240.00,7.35,305300.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,204120.00,54880.00,240.00,7.35,274400.00,15400.00,3,20230525
20220331,CALLAO,CALLAO,LA PERLA,070104,CONTINENTAL,BANCO,247220.00,29180.00,240.00,8.70,291800.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,275390.00,32310.00,240.00,7.35,323100.00,15400.00,3,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,159247.95,43660.00,180.00,8.00,218300.00,15400.00,3,20230525
20220331,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,274513.70,31900.00,240.00,7.90,319000.00,15400.00,3,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,197548.85,23450.00,240.00,8.04,234500.00,15400.00,3,20230525
20220331,LIMA,LIMA,LIMA,150101,INTERBANK,BANCO,259112.95,30500.00,240.00,8.10,305000.00,15400.00,2,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,160408.00,53000.00,240.00,8.40,228800.00,15400.00,3,20230525
20220331,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,191772.45,23018.10,240.00,8.30,230181.00,15400.00,2,20230525
20220331,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,197369.85,23640.00,300.00,8.00,236400.00,15400.00,3,20230525
20220331,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,269733.45,31680.00,240.00,8.50,316800.00,15400.00,2,20230525
20220331,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,209114.45,70896.00,120.00,8.00,295400.00,15400.00,3,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,210060.50,25050.00,240.00,7.80,250500.00,15400.00,3,20230525
20220331,LIMA,LIMA,SAN MIGUEL,150136,INTERBANK,BANCO,261008.45,30710.60,240.00,7.70,307106.00,15400.00,3,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,176680.00,60320.00,240.00,9.10,252400.00,15400.00,3,20230525
20220331,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,197140.85,53133.00,240.00,8.60,265664.00,15400.00,2,20230525
20220331,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,233810.00,27690.00,240.00,7.93,276900.00,15400.00,3,20230525
20220331,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,212000.00,58900.00,264.00,7.93,286300.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,228770.00,27130.00,240.00,7.50,271300.00,15400.00,3,20230525
20220331,LIMA,LIMA,COMAS,150110,FINANCIERA EFECTIVA S. A,FINANCIERA,229262.50,19837.50,300.00,8.59,264500.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,218600.00,26000.00,240.00,7.70,260000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,191600.00,23000.00,240.00,7.80,230000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,201492.00,35308.00,240.00,7.70,252200.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,206900.00,24700.00,240.00,7.10,247000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,206900.00,24700.00,240.00,7.10,247000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,206900.00,24700.00,240.00,7.70,247000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,267500.00,33600.00,240.00,7.10,316500.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,246500.00,29100.00,240.00,7.70,291000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,251450.00,29650.00,300.00,7.70,296500.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,191600.00,23000.00,300.00,8.40,230000.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,SCOTIABANK,BANCO,268550.00,31550.00,240.00,7.70,315500.00,15400.00,3,20230525
20220331,LIMA,LIMA,CHORRILLOS,150108,INTERBANK,BANCO,237311.85,40000.00,240.00,7.60,292700.00,15400.00,3,20230525
20220331,LIMA,LIMA,PUEBLO LIBRE,150121,INTERBANK,BANCO,245432.25,28980.00,240.00,8.00,289800.00,15400.00,2,20230525
20220331,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,151174.00,58526.00,240.00,8.00,225100.00,15400.00,3,20230525
20220331,LIMA,LIMA,SAN MARTIN DE PORRES,150135,INTERBANK,BANCO,162527.10,54251.00,180.00,8.30,232170.00,15400.00,2,20230525
20220317,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,101100.00,35000.00,228.00,9.80,160000.00,23900.00,1,20230525
20220317,AREQUIPA,AREQUIPA,YURA,040128,BANCO PICHINCHA,BANCO,91883.00,22000.00,300.00,9.80,137783.00,23900.00,2,20230525
20220311,CALLAO,CALLAO,CALLAO,070101,INTERBANK,BANCO,155707.75,30000.00,300.00,8.30,209600.00,23900.00,3,20230525
20220311,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,154741.00,19849.00,180.00,7.80,198490.00,23900.00,3,20230525
20220311,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,154365.00,31459.00,120.00,7.80,209724.00,23900.00,3,20230525
20220311,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,99490.00,13710.00,240.00,8.20,137100.00,23900.00,3,20230525
20220311,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,97700.00,30400.00,120.00,7.80,152000.00,23900.00,3,20230525
20220318,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,CREDITO,BANCO,150500.00,43600.00,180.00,9.50,218000.00,23900.00,1,20230525
20220318,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,92635.00,20565.00,120.00,8.20,137100.00,23900.00,3,20230525
20220318,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,240.00,10.20,109200.00,25600.00,3,20230525
20220318,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,144816.00,29774.00,180.00,8.20,198490.00,23900.00,3,20230525
20220318,LAMBAYEQUE,CHICLAYO,PIMENTEL,140112,CREDITO,BANCO,151188.00,30902.00,180.00,8.50,205990.00,23900.00,3,20230525
20220318,PIURA,PIURA,26 DE OCTUBRE,200115,BANBIF,BANCO,84100.00,25000.00,120.00,9.40,133000.00,23900.00,2,20230525
20220318,ICA,ICA,ICA,110101,BANBIF,BANCO,110618.57,16218.73,240.00,9.00,150737.30,23900.00,2,20230525
20220322,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,152977.00,19653.00,240.00,9.30,196530.00,23900.00,1,20230525
20220322,LIMA,CAÑETE,CHILCA,150505,CONTINENTAL,BANCO,138100.00,18000.00,180.00,8.70,180000.00,23900.00,2,20230525
20220322,CALLAO,CALLAO,CALLAO,070101,CONTINENTAL,BANCO,141088.00,18332.00,240.00,7.35,183320.00,23900.00,3,20230525
20220322,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,171490.00,21710.00,180.00,7.35,217100.00,23900.00,3,20230525
20220322,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,171390.00,21700.00,240.00,8.20,216990.00,23900.00,3,20230525
20220322,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,129910.00,17090.00,180.00,7.35,170900.00,23900.00,3,20230525
20220322,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,99490.00,13710.00,120.00,8.50,137100.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,165190.00,21010.00,180.00,8.00,210100.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,85100.00,28000.00,240.00,7.80,137000.00,23900.00,3,20230525
20220322,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,141416.00,29174.00,120.00,8.50,194490.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,149460.00,43340.00,240.00,11.60,216700.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,104980.00,14320.00,120.00,8.20,143200.00,23900.00,3,20230525
20220322,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,140301,CREDITO,BANCO,130791.00,27299.00,240.00,7.80,181990.00,23900.00,3,20230525
20220322,LIMA,LIMA,LURIGANCHO,150118,BANCO PICHINCHA,BANCO,131260.00,17240.00,240.00,9.30,172400.00,23900.00,2,20230525
20220322,LIMA,LIMA,PUEBLO LIBRE,150121,CONTINENTAL,BANCO,134500.00,39600.00,235.00,8.40,198000.00,23900.00,2,20230525
20220322,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,70000.00,14390.00,240.00,7.35,109990.00,25600.00,3,20230525
20220322,LIMA,LIMA,COMAS,150110,INTERBANK,BANCO,58000.00,60000.00,168.00,10.90,141900.00,23900.00,3,20230525
20220322,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,155504.75,35000.00,120.00,8.00,212600.00,23900.00,3,20230525
20220322,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,93816.00,20774.00,180.00,8.20,138490.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,134770.00,17630.00,240.00,8.20,176300.00,23900.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,240.00,8.50,109200.00,25600.00,3,20230525
20220322,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,139180.00,18120.00,240.00,8.20,181200.00,23900.00,3,20230525
20220322,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,141416.00,29174.00,240.00,8.20,194490.00,23900.00,3,20230525
20220324,LIMA,LIMA,LURIGANCHO,150118,BANCO PICHINCHA,BANCO,118000.00,60000.00,120.00,9.00,201900.00,23900.00,2,20230525
20220324,LIMA,LIMA,LURIGANCHO,150118,BANCO PICHINCHA,BANCO,66100.00,64000.00,240.00,9.50,154000.00,23900.00,2,20230525
20220324,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,145300.00,18800.00,240.00,7.35,188000.00,23900.00,3,20230525
20220324,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,148507.40,42600.00,240.00,8.00,213000.00,23900.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,50840.00,32760.00,120.00,8.50,109200.00,25600.00,3,20230525
20220324,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,130720.00,27286.00,120.00,8.20,181906.00,23900.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,153310.00,19690.00,240.00,8.00,196900.00,23900.00,3,20230525
20220324,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,93816.00,20774.00,180.00,8.20,138490.00,23900.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,61760.00,21840.00,120.00,8.90,109200.00,25600.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,125380.00,23520.00,180.00,8.00,172800.00,23900.00,3,20230525
20220324,PIURA,PIURA,26 DE OCTUBRE,200115,BANBIF,BANCO,70400.00,34000.00,240.00,9.45,130000.00,25600.00,2,20230525
20220324,LIMA,LIMA,COMAS,150110,BANCO PICHINCHA,BANCO,103800.00,15000.00,300.00,8.50,142700.00,23900.00,3,20230525
20220324,LAMBAYEQUE,CHICLAYO,LA VICTORIA,140106,BANCO PICHINCHA,BANCO,142180.00,25000.00,216.00,9.20,191080.00,23900.00,1,20230525
20220324,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,63890.00,20500.00,180.00,7.35,109990.00,25600.00,3,20230525
20220324,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,INTERBANK,BANCO,171768.55,21520.00,240.00,7.93,215200.00,23900.00,3,20230525
20220324,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,159617.95,20390.00,240.00,8.00,203900.00,23900.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,128260.00,38040.00,240.00,8.50,190200.00,23900.00,3,20230525
20220324,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,45483.59,103272.41,120.00,9.81,172656.00,23900.00,1,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,240.00,8.00,109200.00,25600.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,127750.00,16850.00,240.00,8.23,168500.00,23900.00,3,20230525
20220324,LIMA,LIMA,COMAS,150110,CREDITO,BANCO,154090.00,31410.00,240.00,8.00,209400.00,23900.00,3,20230525
20220324,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,CREDITO,BANCO,161485.00,32715.00,240.00,8.40,218100.00,23900.00,2,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,115900.00,20000.00,240.00,7.80,159800.00,23900.00,3,20230525
20220324,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,106150.00,22950.00,180.00,7.80,153000.00,23900.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,72680.00,10920.00,240.00,7.80,109200.00,25600.00,3,20230525
20220324,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,67220.00,16380.00,180.00,8.80,109200.00,25600.00,3,20230525
20220324,ICA,ICA,ICA,110101,CMAC ICA,CMAC,85100.00,30000.00,120.00,10.70,139000.00,23900.00,2,20230525
20220324,ICA,ICA,ICA,110101,CMAC ICA,CMAC,95250.00,13050.00,190.00,10.70,131000.00,23900.00,2,20230525
20220324,ICA,ICA,ICA,110101,CMAC ICA,CMAC,99100.00,15000.00,240.00,10.70,138000.00,23900.00,2,20230525
20220325,AREQUIPA,AREQUIPA,YURA,040128,BANCO PICHINCHA,BANCO,93100.00,20950.00,240.00,9.80,137950.00,23900.00,2,20230525
20220325,LIMA,LIMA,LURIGANCHO,150118,BANCO PICHINCHA,BANCO,157810.00,20190.00,180.00,8.50,201900.00,23900.00,2,20230525
20220325,LIMA,CAÑETE,CHILCA,150505,CONTINENTAL,BANCO,115600.00,15500.00,239.00,9.50,155000.00,23900.00,2,20230525
20220325,LIMA,LIMA,COMAS,150110,CONTINENTAL,BANCO,105200.00,30000.00,240.00,7.35,159100.00,23900.00,3,20230525
20220325,LIMA,LIMA,CARABAYLLO,150106,INTERBANK,BANCO,128436.40,20150.00,240.00,9.40,170000.00,23900.00,1,20230525
20220325,LIMA,LIMA,EL AGUSTINO,150111,INTERBANK,BANCO,139206.95,40000.00,240.00,8.00,203100.00,23900.00,3,20230525
20220325,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,83446.00,19244.00,180.00,8.20,128290.00,25600.00,3,20230525
20220325,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,83446.00,19244.00,132.00,7.80,128290.00,25600.00,3,20230525
20220325,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,131735.00,27465.00,120.00,9.50,183100.00,23900.00,1,20230525
20220325,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,142240.00,18460.00,240.00,8.80,184600.00,23900.00,3,20230525
20220325,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,116471.00,30629.00,240.00,8.96,171000.00,23900.00,1,20230525
20220325,LIMA,LIMA,CARABAYLLO,150106,CREDITO,BANCO,134500.00,17600.00,180.00,9.70,176000.00,23900.00,1,20230525
20220325,LIMA,LIMA,RIMAC,150128,CREDITO,BANCO,56300.00,27300.00,120.00,8.20,109200.00,25600.00,3,20230525
20220325,PIURA,PIURA,CASTILLA,200104,CREDITO,BANCO,92635.00,20565.00,120.00,8.20,137100.00,23900.00,3,20230525
20220325,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,CREDITO,BANCO,105300.00,22800.00,120.00,8.50,152000.00,23900.00,3,20230525
20220325,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,CREDITO,BANCO,144290.00,30000.00,240.00,8.50,198190.00,23900.00,3,20230525
20220325,PUNO,SAN ROMAN,JULIACA,211101,CMAC HUANCAYO,CMAC,121700.00,28900.00,180.00,10.03,174500.00,23900.00,2,20230525
20220325,PUNO,SAN ROMAN,JULIACA,211101,CREDITO,BANCO,64000.00,90300.00,180.00,9.00,178200.00,23900.00,2,20230525
